C1	cow
C2	cow
C3	cow
C4	cow
C5	cow
C6	cow
C7	cow
C8	cow
C9	cow
C10	cow
S1	soil
S2	soil
S3	soil
S4	soil
S5	soil
S6	soil
S7	soil
S8	soil
S9	soil
S10	soil
